"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Inbetriebnahmedatum der Einheit";"Inbetriebnahmedatum der Einheit am aktuellen Standort";"Registrierungsdatum der Einheit";"Bundesland";"Postleitzahl";"Ort";"Straße";"Hausnummer";"Gemarkung";"Flurstück";"Gemeindeschlüssel";"Gemeinde";"Landkreis";"Koordinate: Breitengrad (WGS84)";"Koordinate: Längengrad (WGS84)";"Überwiegende Nutzungsart der Fläche vor Errichtung";"Bereich der überwiegenden Nutzungsart der Fläche vor Errichtung";"Größe der in Anspruch genommenen Fläche in Hektar";"Zusätzliche Merkmale der Fläche und der aktuellen Flächennutzung";"Technologie der Stromerzeugung";"Volleinspeisung oder Teileinspeisung";"Art der Solaranlage";"Anzahl der Solar-Module";"Hauptausrichtung der Solar-Module";"Hauptneigungswinkel der Solar-Module";"Nutzungsbereich des Gebäudes mit Solaranlage";"Name des Solarparks";"Lichte Höhe in Meter";"Name des Windparks";"Wind an Land oder auf See";"Nabenhöhe der Windenergieanlage";"Rotordurchmesser der Windenergieanlage";"Hersteller der Windenergieanlage";"Typenbezeichnung";"Hauptbrennstoff der Einheit";"MaStR-Nr. der Speichereinheit";"Speichertechnologie";"Nutzbare Speicherkapazität in kWh";"Letzte Aktualisierung";"Datum der endgültigen Stilllegung";"Datum der geplanten Inbetriebnahme";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"MaStR-Nr. der Genehmigung";"Name des Anschluss-Netzbetreibers";"MaStR-Nr. des Anschluss-Netzbetreibers";"Netzbetreiberprüfung";"Spannungsebene";"MaStR-Nr. der Lokation";"MaStR-Nr. der EEG-Anlage";"EEG-Anlagenschlüssel";"Inbetriebnahmedatum der EEG-Anlage";"Installierte Leistung der EEG-Anlage";"Zuschlagnummer (EEG/KWK-Ausschreibung)";"MaStR-Nr. der KWK-Anlage";"Inbetriebnahmedatum der KWK-Anlage";"Elektrische KWK-Leistung";"Thermische Nutzleistung in kW"
"SEE953362950967";"WEA R02";"In Betrieb";"Wind";"3300";"3300";"1/22/2016";"";"6/13/2019";"Brandenburg";"03238";"Massen";"";"";"Lindthal";"Flur 1: Flurstück 12";"12062140";"Finsterwalde";"Elbe-Elster";"51,645476";"13,817559";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"";"Windkraft an Land";"141,5";"117";"Vestas Deutschland GmbH";"C117-3,3MW";"";"";"";"";"8/14/2025";"";"";"Windpark Rehain GmbH & Co. KG";"ABR920610691996";"SGE906615939714";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung";"SEL918427356177";"EEG973435381474";"E41081010000000000000000000229701";"1/22/2016";"3300";"";"";"";"";""
"SEE951472404349";"WEA R03";"In Betrieb";"Wind";"3300";"3300";"12/27/2015";"";"6/13/2019";"Brandenburg";"03238";"Massen";"";"";"Lindthal";"Flur 1: Flurstück 11";"12062140";"Finsterwalde";"Elbe-Elster";"51,647445";"13,823192";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"";"Windkraft an Land";"141,5";"117";"Vestas Deutschland GmbH";"V117-3,3MW";"";"";"";"";"8/14/2025";"";"";"Windpark Rehain GmbH & Co. KG";"ABR920610691996";"SGE906615939714";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung";"SEL918427356177";"EEG965370745107";"E41081010000000000000000000229702";"12/27/2015";"3300";"";"";"";"";""
"SEE923174794318";"WEA L02";"In Betrieb";"Wind";"3300";"3300";"12/7/2015";"";"6/13/2019";"Brandenburg";"03238";"Lichterfeld";"";"";"Lieskau";"Flur 1 Flurstück 18";"12062293";"Lichterfeld-Schacksdorf";"Elbe-Elster";"51,64212";"13,802702";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"Windpark Parchim GmbH & Co. KG";"Windkraft an Land";"137";"126";"";"";"";"";"";"";"6/25/2025";"";"";"Windpark Rehain GmbH & Co. KG";"ABR920610691996";"SGE998407705058";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung";"SEL918427356177";"EEG964034894465";"E41081010000000000000000000229704";"12/7/2015";"3300";"";"";"";"";""
"SEE901955203037";"WEA L09";"In Betrieb";"Wind";"3300";"3300";"11/30/2015";"";"6/13/2019";"Brandenburg";"03238";"Lichterfeld";"";"";"Lieskau";"Flur 1 Flurstück 129";"12062293";"Lichterfeld-Schacksdorf";"Elbe-Elster";"51,637674";"13,80282";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"";"Windkraft an Land";"137";"126";"Vestas Deutschland GmbH";"V126-3,3";"";"";"";"";"6/25/2025";"";"";"Windpark Rehain GmbH & Co. KG";"ABR920610691996";"SGE938079989653";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung";"SEL918427356177";"EEG991193966306";"E41081010000000000000000000229705";"11/30/2015";"3300";"";"";"";"";""
"SEE941558484334";"K 13";"In Betrieb";"Wind";"3300";"3300";"6/26/2020";"";"7/3/2020";"Brandenburg";"17291";"Schenkenberg";"";"";"Kleptow";"Flur1: 233";"12073490";"Schenkenberg";"Uckermark";"53,370981";"13,985462";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"Uckermark";"Windkraft an Land";"149";"126";"Vestas Deutschland GmbH";"V126";"";"";"";"";"1/10/2025";"";"";"Windkraft Büden GmbH & Co.KG";"ABR953010554875";"SGE911029092740";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Hochspannung";"SEL920281754891";"EEG960187652495";"";"6/26/2020";"3300";"WIN18-3/030,";"";"";"";""
"SEE982139183789";"WP Kittlitz III WEA 02";"In Betrieb";"Wind";"3450";"3450";"10/18/2019";"";"10/24/2019";"Brandenburg";"03222";"Lübbenau";"";"";"Kittlitz";"Flur 14: 033";"12066196";"Lübbenau/Spreewald";"Oberspreewald-Lausitz";"51,815498";"13,946746";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"WKN Windpark Kittlitz III GmbH & Co. KG";"Windkraft an Land";"132";"136";"Vestas Deutschland GmbH";"V136 3,45MW NH132m";"";"";"";"";"5/14/2025";"";"";"WKN Windpark Kittlitz III GmbH & Co. KG";"ABR969688712431";"SGE909680494621";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung";"SEL993284039500";"EEG912966183973";"E41081010000000000000000000273275";"10/18/2019";"3450";"WIN18-2/055,";"";"";"";""
"SEE990518058924";"WEA05";"In Betrieb";"Wind";"3450";"3450";"2/25/2021";"";"2/25/2021";"Brandenburg";"16359";"Biesenthal";"";"";"Danewitz";"Flur 4 Flurstück 84";"12060024";"Biesenthal";"Barnim";"52,706953";"13,669781";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"WP Albertshof";"Windkraft an Land";"149";"126";"Vestas Deutschland GmbH";"V126";"";"";"";"";"5/26/2025";"";"";"Windpark Albertshof GmbH &Co. KG";"ABR920193003728";"SGE944214194868";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Hochspannung";"SEL947765207377";"EEG930997712184";"E4186001S000000000000123497400009";"2/25/2021";"3450";"WIN19-4/004,";"";"";"";""
"SEE982154060898";"WP Kittlitz III WEA 03";"In Betrieb";"Wind";"3450";"3450";"10/16/2019";"";"10/24/2019";"Brandenburg";"03222";"Lübbenau";"";"";"Kittlitz";"Flur 14: 033";"12066196";"Lübbenau/Spreewald";"Oberspreewald-Lausitz";"51,81753";"13,955296";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"WKN Windpark Kittlitz III GmbH & Co. KG";"Windkraft an Land";"132";"136";"Vestas Deutschland GmbH";"";"";"";"";"";"5/14/2025";"";"";"WKN Windpark Kittlitz III GmbH & Co. KG";"ABR969688712431";"SGE909680494621";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung";"SEL993284039500";"EEG993642290444";"E41081010000000000000000000273278";"10/16/2019";"3450";"WIN18-2/055,";"";"";"";""
"SEE991665583918";"WP Kittlitz III WEA 05";"In Betrieb";"Wind";"3450";"3450";"10/23/2019";"";"10/30/2019";"Brandenburg";"03222";"Lübbenau";"";"";"Bischdorf";"Flur 10: 031";"12066196";"Lübbenau/Spreewald";"Oberspreewald-Lausitz";"51,814617";"13,951912";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"WKN Windpark Kittlitz III GmbH & Co. KG";"Windkraft an Land";"137";"126";"Vestas Deutschland GmbH";"V126 3,45MW NH 137m";"";"";"";"";"5/14/2025";"";"";"WKN Windpark Kittlitz III GmbH & Co. KG";"ABR969688712431";"SGE909680494621";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung";"SEL993284039500";"EEG981577376265";"E41081010000000000000000000273279";"10/23/2019";"3450";"WIN18-2/055,";"";"";"";""
"SEE933076005757";"WP Kittlitz III WEA 09";"In Betrieb";"Wind";"3450";"3450";"10/25/2019";"";"10/30/2019";"Brandenburg";"03222";"Lübbenau";"";"";"Kittlitz";"Flur 14: 037";"12066196";"Lübbenau/Spreewald";"Oberspreewald-Lausitz";"51,810568";"13,938262";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"WKN Windpark Kittlitz III GmbH & Co. KG";"Windkraft an Land";"137";"126";"Vestas Deutschland GmbH";"V126 3,45MW NH 137m";"";"";"";"";"5/14/2025";"";"";"WKN Windpark Kittlitz III GmbH & Co. KG";"ABR969688712431";"SGE909680494621";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung";"SEL993284039500";"EEG946543266643";"E41081010000000000000000000273281";"10/25/2019";"3450";"WIN18-2/055,";"";"";"";""
"SEE983133036507";"WP Kittlitz III WEA 11";"In Betrieb";"Wind";"3450";"3450";"10/30/2019";"";"11/4/2019";"Brandenburg";"03222";"Lübbenau";"";"";"Kittlitz";"Flur 14: 035";"12066196";"Lübbenau/Spreewald";"Oberspreewald-Lausitz";"51,812957";"13,925036";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"WKN Windpark Kittlitz III GmbH & Co. KG";"Windkraft an Land";"137";"126";"Vestas Deutschland GmbH";"V126 3,45MW NH 137m";"";"";"";"";"5/14/2025";"";"";"WKN Windpark Kittlitz III GmbH & Co. KG";"ABR969688712431";"SGE909680494621";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung";"SEL993284039500";"EEG962036309680";"E41081010000000000000000000273282";"10/30/2019";"3450";"WIN18-2/055,";"";"";"";""
"SEE939165268409";"WEA01";"In Betrieb";"Wind";"3450";"3450";"12/17/2020";"";"1/4/2021";"Brandenburg";"16356";"Werneuchen";"";"";"Willmersdorf";"Flur 6 Flurstück 1";"12060280";"Werneuchen";"Barnim";"52,676256";"13,670942";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"WP Albertshof";"Windkraft an Land";"141,5";"117";"Vestas Deutschland GmbH";"V117";"";"";"";"";"2/20/2025";"";"";"Windpark Albertshof GmbH &Co. KG";"ABR920193003728";"SGE916867417441";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Hochspannung";"SEL947765207377";"EEG950888616230";"E4186001S000000000000123497400002";"12/17/2020";"3450";"WIN19-4/004,";"";"";"";""
"SEE910116560001";"WEA08";"In Betrieb";"Wind";"3450";"3450";"12/22/2020";"";"1/4/2021";"Brandenburg";"16321";"Bernau";"";"";"Börnicke";"Flur 1 Flurstück 103";"12060005";"Ahrensfelde";"Barnim";"52,678714";"13,665772";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"WP Albertshof";"Windkraft an Land";"141,5";"117";"Vestas Deutschland GmbH";"V117";"";"";"";"";"2/26/2025";"";"";"Windpark Albertshof GmbH &Co. KG";"ABR920193003728";"SGE931847784665";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Hochspannung";"SEL933470959847";"EEG903192867607";"E4186001S000000000000123497400004";"12/22/2020";"3450";"WIN19-4/004,";"";"";"";""
"SEE919572757895";"WEA06";"In Betrieb";"Wind";"3450";"3450";"2/15/2021";"";"2/15/2021";"Brandenburg";"16356";"Werneuchen";"";"";"Willmersdorf";"Flur 2 Flurstück 25";"12060280";"Werneuchen";"Barnim";"52,685986";"13,692739";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"WP Albertshof";"Windkraft an Land";"141,5";"117";"Vestas Deutschland GmbH";"V117";"";"";"";"";"3/3/2025";"";"";"Windpark Albertshof GmbH &Co. KG";"ABR920193003728";"SGE984619069439";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Hochspannung";"SEL947765207377";"EEG936068763925";"E4186001S000000000000123497400008";"2/15/2021";"3450";"WIN19-4/004,";"";"";"";""
"SEE939085342098";"WEA02";"In Betrieb";"Wind";"3450";"3450";"12/22/2020";"";"1/4/2021";"Brandenburg";"16321";"Bernau";"";"";"Börnicke";"Flur 1 Flurstück 448";"12060005";"Ahrensfelde";"Barnim";"52,681281";"13,667533";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"WP Albertshof";"Windkraft an Land";"141,5";"117";"Vestas Deutschland GmbH";"V117";"";"";"";"";"1/29/2025";"";"";"Windpark Albertshof GmbH &Co. KG";"ABR920193003728";"SGE969435715784";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Hochspannung";"SEL947765207377";"EEG956842751078";"E4186001S000000000000123497400003";"12/22/2020";"3450";"WIN19-4/004,";"";"";"";""
"SEE908074280475";"WEA03";"In Betrieb";"Wind";"3450";"3450";"12/15/2020";"";"1/4/2021";"Brandenburg";"16356";"Werneuchen";"";"";"Willmersdorf";"Flur 1 Flurstück 50";"12060280";"Werneuchen";"Barnim";"52,683617";"13,670683";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"WP Albertshof";"Windkraft an Land";"141,5";"117";"Vestas Deutschland GmbH";"V117";"";"";"";"";"3/4/2025";"";"";"Windpark Albertshof GmbH &Co. KG";"ABR920193003728";"SGE965436698798";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Hochspannung";"SEL933470959847";"EEG917039744112";"E4186001S000000000000123497400001";"12/15/2020";"3450";"WIN19-4/004,";"";"";"";""
"SEE964310899252";"WEA04";"In Betrieb";"Wind";"3450";"3450";"1/12/2021";"";"1/14/2021";"Brandenburg";"16321";"Bernau";"";"";"Börnicke";"Flur 1 Flurstück 448";"12060005";"Ahrensfelde";"Barnim";"52,685608";"13,667289";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"WP Albertshof";"Windkraft an Land";"141,5";"117";"Vestas Deutschland GmbH";"V117";"";"";"";"";"4/9/2025";"";"";"Windpark Albertshof GmbH &Co. KG";"ABR920193003728";"SGE952947934132";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Hochspannung";"SEL947765207377";"EEG957131607953";"E4186001S000000000000123497400005";"1/12/2021";"3450";"WIN19-4/004,";"";"";"";""
"SEE905459829434";"WEA09";"In Betrieb";"Wind";"3450";"3450";"2/1/2021";"";"2/2/2021";"Brandenburg";"16321";"Bernau";"";"";"Börnicke";"Flur 1 Flurstück 448";"12060005";"Ahrensfelde";"Barnim";"52,681314";"13,6629";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"WP Albertshof";"Windkraft an Land";"141,5";"117";"Vestas Deutschland GmbH";"V117";"";"";"";"";"1/30/2025";"";"";"Windpark Albertshof GmbH &Co. KG";"ABR920193003728";"SGE914709769338";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Hochspannung";"SEL933470959847";"EEG929798332523";"E4186001S000000000000123497400007";"2/1/2021";"3450";"WIN19-4/004,";"";"";"";""
"SEE983366156478";"WEA10";"In Betrieb";"Wind";"3450";"3450";"2/1/2021";"";"2/2/2021";"Brandenburg";"16321";"Bernau";"";"";"Börnicke";"Flur 1 Flurstück 448";"12060005";"Ahrensfelde";"Barnim";"52,684347";"13,662875";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"WP Albertshof";"Windkraft an Land";"141,5";"117";"Vestas Deutschland GmbH";"V117";"";"";"";"";"4/22/2025";"";"";"Windpark Albertshof GmbH &Co. KG";"ABR920193003728";"SGE943187061573";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Hochspannung";"SEL933470959847";"EEG973007786997";"E4186001S000000000000123497400006";"2/1/2021";"3450";"WIN19-4/004,";"";"";"";""
"SEE940159474461";"WEA G4 / 92823";"In Betrieb";"Wind";"5700";"5700";"3/5/2021";"";"3/8/2021";"Brandenburg";"17291";"Prenzlau";"";"";"Güstow";"Flur 1, Flurstück 116";"12073452";"Prenzlau";"Uckermark";"53,331056";"13,763889";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"Güstow Repowering";"Windkraft an Land";"164";"149,1";"Nordex Energy GmbH";"N149/5.X";"";"";"";"";"5/5/2025";"";"";"GREE Güstow GmbH & Co. KG";"ABR998757544048";"SGE935404600436";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Hochspannung";"SEL943526436949";"EEG930712849324";"E4186001S000000000000114539000007";"3/5/2021";"5700";"WIN19-3/031,";"";"";"";""
"SEE952437191137";"WEA G5 / 91461";"In Betrieb";"Wind";"5700";"5700";"1/27/2023";"";"2/7/2023";"Brandenburg";"17291";"Prenzlau";"";"";"Güstow";"Flur 1, Flurstück 55/6";"12073452";"Prenzlau";"Uckermark";"53,328083";"13,765417";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"Güstow Repowering";"Windkraft an Land";"164";"149,1";"Nordex Energy GmbH";"N149/5.X Delta4000";"";"";"";"";"5/27/2025";"";"";"GREE Güstow GmbH & Co. KG";"ABR998757544048";"SGE922159741897";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Hochspannung";"SEL926043590554";"EEG997684913606";"E4186001S000000000000114539000010";"1/27/2023";"5700";"WIN22-2/102,";"";"";"";""
"SEE922714493247";"WEA G7 / 87651";"In Betrieb";"Wind";"4500";"4500";"6/4/2021";"";"6/7/2021";"Brandenburg";"17291";"Prenzlau";"";"";"Güstow";"Flur 1, Flurstück 83";"12073452";"Prenzlau";"Uckermark";"53,325139";"13,763806";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"Güstow Repowering";"Windkraft an Land";"164";"149,1";"Nordex Energy GmbH";"N149/4.0-4.5";"";"";"";"";"6/2/2025";"";"";"GREE Güstow GmbH & Co. KG";"ABR998757544048";"SGE901017781091";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Hochspannung";"SEL926043590554";"EEG945940997303";"E4186001S000000000000114539000008";"6/4/2021";"4500";"WIN19-3/031,";"";"";"";""
"SEE905663825536";"WEA G8 / 87652";"In Betrieb";"Wind";"4500";"4500";"9/14/2021";"";"9/15/2021";"Brandenburg";"17291";"Prenzlau";"";"";"Güstow";"Flur 1, Flurstück 72";"12073452";"Prenzlau";"Uckermark";"53,324111";"13,768833";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"Güstow Repowering";"Windkraft an Land";"164";"149,1";"Nordex Energy GmbH";"N149/4.0-4.5";"";"";"";"";"1/28/2025";"";"";"GREE Güstow GmbH & Co. KG";"ABR998757544048";"SGE918568537657";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Hochspannung";"SEL943526436949";"EEG965685905937";"E4186001S000000000000114539000009";"9/14/2021";"4500";"WIN19-3/031,";"";"";"";""
"SEE989558491082";"1011081";"In Betrieb";"Wind";"3050";"3050";"6/13/2016";"";"6/18/2019";"Brandenburg";"14822";"Schlalach";"";"";"Schlalach";"Flur 6, Flurstück 28/2";"12069402";"Mühlenfließ";"Potsdam-Mittelmark";"52,187368";"12,834333";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"Schlalach";"Windkraft an Land";"149";"101";"ENERCON GmbH";"E-101";"";"";"";"";"12/18/2024";"";"";"Windpark GmbH & Co. Schlalach KG";"ABR956205221545";"SGE957708262165";"50Hertz Transmission GmbH (SNB982046657236)";"SNB982046657236";"Geprüft";"Höchstspannung";"SEL923551470491";"EEG917094898041";"E4045001SCHOENEWALDESCHLAL1011081";"6/13/2016";"3050";"";"";"";"";""
"SEE992736381648";"1011083";"In Betrieb";"Wind";"3050";"3050";"5/13/2016";"";"6/18/2019";"Brandenburg";"14822";"Schlalach";"";"";"Schlalach";"Flur 6, Flurstück 82; 83";"12069402";"Mühlenfließ";"Potsdam-Mittelmark";"52,180382";"12,834877";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"Schlalach";"Windkraft an Land";"149";"101";"ENERCON GmbH";"E-101";"";"";"";"";"12/18/2024";"";"";"Windpark GmbH & Co. Schlalach KG";"ABR956205221545";"SGE957708262165";"50Hertz Transmission GmbH (SNB982046657236)";"SNB982046657236";"Geprüft";"Höchstspannung";"SEL923551470491";"EEG942577754767";"E4045001SCHOENEWALDESCHLAL1011083";"5/13/2016";"3050";"";"";"";"";""
"SEE976929302726";"1011084";"In Betrieb";"Wind";"3050";"3050";"6/23/2016";"";"6/18/2019";"Brandenburg";"14822";"Schlalach";"";"";"Schlalach";"Flur 6, Flurstück 80";"12069402";"Mühlenfließ";"Potsdam-Mittelmark";"52,183469";"12,83995";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"Schlalach";"Windkraft an Land";"149";"101";"ENERCON GmbH";"E-101";"";"";"";"";"12/18/2024";"";"";"Windpark GmbH & Co. Schlalach KG";"ABR956205221545";"SGE957708262165";"50Hertz Transmission GmbH (SNB982046657236)";"SNB982046657236";"Geprüft";"Höchstspannung";"SEL923551470491";"EEG903424346115";"E4045001SCHOENEWALDESCHLAL1011084";"6/23/2016";"3050";"";"";"";"";""
"SEE938172330406";"Bochow 1";"In Betrieb";"Solare Strahlungsenergie";"3790,8";"3520";"12/30/2011";"";"6/21/2019";"Brandenburg";"14550";"Groß Kreutz";"";"";"Bochow";"Flurs 3 Flurstück 265";"12069249";"Groß Kreutz (Havel)";"Potsdam-Mittelmark";"52,383393";"12,768924";"Industrie- und Gewerbefläche";"Siedlung";"9,6";"Kein zusätzliches Merkmal";"";"Volleinspeisung";"Freiflächensolaranlage";"29160";"Süd";"21 - 40 Grad";"";"";"";"";"";"";"";"";"";"";"";"";"";"1/5/2026";"";"";"Photovoltaikkraftwerk Bochow 1 GmbH & Co. KG";"ABR951829841551";"";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Hochspannung";"SEL986593898371";"EEG941221971338";"E4186001ASE0000000000026432600001";"12/30/2011";"3790,8";"";"";"";"";""
"SEE902848273854";"Bochow 2";"In Betrieb";"Solare Strahlungsenergie";"6010,65";"5280";"12/30/2011";"";"6/21/2019";"Brandenburg";"14550";"Groß Kreutz";"";"";"Bochow";"Flur 3 - Flurstücke 265, 2/2, 268";"12069249";"Groß Kreutz (Havel)";"Potsdam-Mittelmark";"52,384257";"12,770984";"Industrie- und Gewerbefläche";"Siedlung";"14,4";"Kein zusätzliches Merkmal";"";"Volleinspeisung";"Freiflächensolaranlage";"14715";"Süd";"21 - 40 Grad";"";"";"";"";"";"";"";"";"";"";"";"";"";"1/5/2026";"";"";"Photovoltaikkraftwerk Bochow 2 GmbH & Co. KG";"ABR937719758253";"";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Hochspannung";"SEL969004886501";"EEG917209583848";"E4186001ASE0000000000026432800001";"12/30/2011";"6010,65";"";"";"";"";""
"SEE979945993084";"Bochow 3";"In Betrieb";"Solare Strahlungsenergie";"2983,5";"2640";"12/30/2011";"";"6/21/2019";"Brandenburg";"14550";"Groß Kreutz";"";"";"Bochow";"Flur 3, Flurstücke 272, 5, 8, 7";"12069249";"Groß Kreutz (Havel)";"Potsdam-Mittelmark";"52,384663";"12,776649";"Industrie- und Gewerbefläche";"Siedlung";"7,8";"Kein zusätzliches Merkmal";"";"Volleinspeisung";"Freiflächensolaranlage";"22950";"Süd";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1/5/2026";"";"";"Photovoltaikkraftwerk Bochow 3 GmbH & Co. KG";"ABR926182639947";"";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Hochspannung";"SEL934851485122";"EEG970809880434";"E4186001ASE0000000000026475500001";"12/30/2011";"2983,5";"";"";"";"";""
"SEE974989546432";"WEA Warnsdorf 1";"In Betrieb";"Wind";"3600";"3600";"12/15/2020";"";"12/16/2020";"Brandenburg";"16945";"Halenbeck-Rohlsdorf";"";"";"Warnsdorf";"Flur 107:071";"12070153";"Halenbeck-Rohlsdorf";"Prignitz";"53,26901";"12,282465";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"WP Halenbeck/Warnsdorf-Ost";"Windkraft an Land";"137";"126";"Vestas Deutschland GmbH";"V 126-3.6 MW";"";"";"";"";"5/7/2024";"";"";"Windpark Warnsdorf GmbH & Co. KG";"ABR909353732326";"SGE944600168831";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Hochspannung";"SEL964785803150";"EEG931398263718";"E4186001S000000000000120765200001";"12/15/2020";"3600";"WIN19-1/011,";"";"";"";""
"SEE999767129621";"WEA Warnsdorf 2";"In Betrieb";"Wind";"3600";"3600";"12/19/2020";"";"12/21/2020";"Brandenburg";"16945";"Halenbeck-Rohlsdorf";"";"";"Warnsdorf";"Flur 107: 069";"12070153";"Halenbeck-Rohlsdorf";"Prignitz";"53,269903";"12,287463";"";"";"";"";"Horizontalläufer";"Volleinspeisung";"";"";"";"";"";"";"";"WP Halenbeck/Warnsdorf-Ost";"Windkraft an Land";"137";"126";"Vestas Deutschland GmbH";"V 126-3.6 MW";"";"";"";"";"5/7/2024";"";"";"Windpark Warnsdorf GmbH & Co. KG";"ABR909353732326";"SGE907250894086";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Hochspannung";"SEL964785803150";"EEG962302785606";"E4186001S000000000000120765200002";"12/19/2020";"3600";"WIN19-1/007,";"";"";"";""
